route_name,route_long,headsign,direction,start_lat,start_lon,end_lat,end_lon,dist_km,fare_KSh,fare_source
14B,Bus Station-Nairobi West-TMall,Bus Station,0,-1.312939,36.816689,-1.287179,36.828907,3.17,50,model (calibrated)
14B,Bus Station-Nairobi West-TMall,TMall,1,-1.287315,36.829079,-1.312973,36.816688,3.17,50,model (calibrated)
33FED,Commercial-Cabanas-Tuskys-Village-Gate A-Posta,Commercial,0,-1.308319,36.911465,-1.284129,36.826279,9.84,80,model (calibrated)
33FED,Commercial-Cabanas-Tuskys-Village-Gate A-Posta,Posta,1,-1.283909,36.826445,-1.308315,36.911457,9.83,80,model (calibrated)
33B,Commercial-Cabanas-Baraka,Commercial,0,-1.298102,36.912701,-1.284255,36.826157,9.74,80,model (calibrated)
33B,Commercial-Cabanas-Baraka,Baraka,1,-1.284156,36.826258,-1.298125,36.912711,9.74,80,model (calibrated)
46K,Kencom-Valley Road-Yaya Centre-Kawangware,Kencom,0,-1.283914,36.742599,-1.285722,36.824697,9.13,50,model (calibrated)
46K,Kencom-Valley Road-Yaya Centre-Kawangware,Kawangware,1,-1.285642,36.824799,-1.283915,36.742599,9.14,50,model (calibrated)
46Y,Kencom-Valley Road-Hurlinghum-Yaya Centre,Kencom,0,-1.292314,36.787628,-1.285722,36.824707,4.19,50,nairobilifestyle.com - Yaya short
46Y,Kencom-Valley Road-Hurlinghum-Yaya Centre,Yaya Centre,1,-1.285669,36.824793,-1.292314,36.787628,4.2,50,nairobilifestyle.com - Yaya short
56,Town-Yaya-Congo-Kanungaga,Railways,0,-1.278534,36.750936,-1.290759,36.828291,8.71,50,model (calibrated)
56,Town-Yaya-Congo-Kanungaga,Kanungaga,1,-1.290475,36.828049,-1.278279,36.750816,8.69,50,model (calibrated)
7C,Kencom-Community-Equity Center-Kenyatta National Hospital,Kencom,0,-1.300898,36.808437,-1.28569,36.82475,2.48,40,model (calibrated)
7C,Kencom-Community-Equity Center-Kenyatta National Hospital,Kenyatta National Hospital,1,-1.285653,36.824809,-1.30093,36.808459,2.49,40,model (calibrated)
1,Karen-Karinde-Dagoretti Market,Karen,0,-1.28768,36.686311,-1.321208,36.706395,4.35,100,model (calibrated)
1,Karen-Karinde-Dagoretti Market,Dagoretti Market,1,-1.320612,36.705719,-1.287702,36.686305,4.25,100,model (calibrated)
2,Railways-Ngong Road-Kawangware-Dagoretti Market,Railways,0,-1.286543,36.686718,-1.290534,36.828017,15.71,150,viraltea.co.ke
2,Railways-Ngong Road-Kawangware-Dagoretti Market,Dagoretti Market,1,-1.290475,36.827985,-1.286334,36.686878,15.69,150,viraltea.co.ke
3U/3,Dagoretti Corner-Naivasha Road-Uthiru,Dagoretti Corner,0,-1.261386,36.716919,-1.298436,36.759878,6.31,100,model (calibrated)
3U/3,Dagoretti Corner-Naivasha Road-Uthiru,Uthiru,1,-1.298355,36.759428,-1.261386,36.716919,6.26,100,model (calibrated)
5,Town-Kenyatta-Adams-Jamhuri,Kencom,0,-1.303988,36.769148,-1.285701,36.824702,6.5,80,model (calibrated)
5,Town-Kenyatta-Adams-Jamhuri,Jamhuri,1,-1.285663,36.824836,-1.303967,36.769642,6.46,80,model (calibrated)
8,Railways-Ngong Road-Kibera,Railways,0,-1.311058,36.775784,-1.290497,36.828012,6.24,150,viraltea.co.ke
8,Railways-Ngong Road-Kibera,Kibera,1,-1.290443,36.827974,-1.311058,36.775784,6.24,150,viraltea.co.ke
32A,Kencom-Community-KNH-Ngong Road-Ayani,Kencom,0,-1.307902,36.772747,-1.285701,36.824756,6.29,50,nairobilifestyle.com (32C ref)
32A,Kencom-Community-KNH-Ngong Road-Ayani,Ayani,1,-1.285669,36.824825,-1.307902,36.772747,6.3,50,nairobilifestyle.com (32C ref)
33NG,Racecourse Road-Ngong Road-KNH-Ngumo,Racecourse Road,0,-1.309848,36.798908,-1.286017,36.829702,4.33,150,viraltea.co.ke
33NG,Racecourse Road-Ngong Road-KNH-Ngumo,Ngumo,1,-1.287144,36.830324,-1.309848,36.798908,4.31,150,viraltea.co.ke
33SB,Ngumo-Highrise-Nairobi West-Couth C-South B,Ngumo,0,-1.311586,36.83535,-1.307611,36.802895,3.63,50,model (calibrated)
33SB,Ngumo-Highrise-Nairobi West-Couth C-South B,South B,1,-1.307555,36.802896,-1.311586,36.83535,3.64,50,model (calibrated)
34L,Kenyatta National Hospital-Mbagathi Road-Wilson Airport-Langata,KNH,0,-1.327248,36.788991,-1.297529,36.804671,3.74,150,model (calibrated)
34L,Kenyatta National Hospital-Mbagathi Road-Wilson Airport-Langata,Langata,1,-1.297588,36.804693,-1.32728,36.789013,3.73,150,model (calibrated)
48,Yaya-Kasuku-Westlands,Yaya,0,-1.26567,36.801077,-1.291859,36.787162,3.3,50,model (calibrated)
48,Yaya-Kasuku-Westlands,Westlands,0,-1.29158,36.787049,-1.265633,36.800884,3.27,50,model (calibrated)
4W,Railways-Ngong Road-Wanyee-Kaberia,Kencom/Ambassadeur,0,-1.290502,36.729001,-1.28562,36.82489,10.67,150,viraltea.co.ke
4W,Railways-Ngong Road-Wanyee-Kaberia,Kaberia,1,-1.285604,36.824815,-1.290518,36.728985,10.67,150,viraltea.co.ke
102,Railways-NgongRoad-Kawangware-Kikuyu,Railways,0,-1.246551,36.665035,-1.290518,36.828033,18.77,150,viraltea.co.ke
102,Railways-NgongRoad-Kawangware-Kikuyu,Kikuyu,1,-1.290491,36.828028,-1.246535,36.664982,18.77,150,viraltea.co.ke
103,Dagoretti Market-Uthiru-Kinoo-Wangige,Dagoretti Corner,0,-1.219091,36.71243,-1.298447,36.7599,10.28,100,model (calibrated)
103,Dagoretti Market-Uthiru-Kinoo-Wangige,Wangige,1,-1.298404,36.759363,-1.219091,36.712425,10.25,100,model (calibrated)
111,Railways-Ngong Road-Karen-Ngong,Railways,0,-1.360425,36.656025,-1.290443,36.827964,20.64,150,viraltea.co.ke
111,Railways-Ngong Road-Karen-Ngong,Ngong,1,-1.29048,36.827999,-1.3604,36.656055,20.63,150,viraltea.co.ke
126N,Ngong-Kiserian,Ngong,0,-1.428179,36.686615,-1.360488,36.656006,8.26,200,model (calibrated)
126N,Ngong-Kiserian,Kiserian,1,-1.36084,36.655941,-1.428235,36.686634,8.23,200,model (calibrated)
129,Kikuyu-Magu-Kingeero-Wangige,Kikuyu,0,-1.219134,36.712387,-1.246685,36.665068,6.09,100,model (calibrated)
129,Kikuyu-Magu-Kingeero-Wangige,Wangige,1,-1.246664,36.665062,-1.219123,36.712425,6.09,100,model (calibrated)
24C,Kencom-Valley Road-Ngong Road-Karen-Hardy,Kencom,0,-1.325279,36.709785,-1.28612,36.825939,13.63,150,viraltea.co.ke
24C,Kencom-Valley Road-Ngong Road-Karen-Hardy,Hardy,1,-1.28612,36.825939,-1.323509,36.708294,13.72,150,viraltea.co.ke
046P,"Ambassadeur,Kabete,Kawangware",Kawangware,1,-1.28561,36.825845,-1.286146,36.740894,9.44,100,model (calibrated)
046P,"Ambassadeur,Kabete,Kawangware",Ambassadeur,0,-1.285186,36.741623,-1.285284,36.825799,9.36,100,model (calibrated)
23KG,Odeon-Chiromo-Westlands-Kangemi,Odeon,0,-1.26498,36.749535,-1.282595,36.825002,8.62,50,survey (1 resp)
23KG,Odeon-Chiromo-Westlands-Kangemi,Kangemi,1,-1.282745,36.825072,-1.264967,36.749525,8.63,50,survey (1 resp)
30,Odeon-Westlands-Kangemi-Uthiru,Odeon,0,-1.256943,36.723705,-1.282595,36.825008,11.62,50,model (calibrated)
30,Odeon-Westlands-Kangemi-Uthiru,Uthiru,1,-1.282584,36.825002,-1.256943,36.723705,11.62,50,model (calibrated)
48O,Odeon-Chiromo-Kileleshwa-Othaya Road,Odeon,0,-1.288636,36.773029,-1.282766,36.825067,5.82,50,model (calibrated)
48O,Odeon-Chiromo-Kileleshwa-Othaya Road,Othaya Road,1,-1.2826,36.825013,-1.288496,36.773059,5.81,50,model (calibrated)
48K,Westlands-ABC Place-Lavington-Kawangware,Westlands,0,-1.28929,36.753151,-1.262748,36.800365,6.02,100,kenyan-post.com
48K,Westlands-ABC Place-Lavington-Kawangware,Kawangware,1,-1.262752,36.800348,-1.289284,36.753259,6.01,100,kenyan-post.com
105,Odeon-Westlands-Kangemi-Kinoo-Regen-Kikuyu,Kikuyu,0,-1.282794,36.82505,-1.246648,36.665025,18.24,50,model (calibrated)
105,Odeon-Westlands-Kangemi-Kinoo-Regen-Kikuyu,Odeon,1,-1.246465,36.664714,-1.282769,36.825066,18.28,50,model (calibrated)
114W,Ngara-Westlands-Kangemi-Limuru,Ngara,0,-1.108482,36.643197,-1.274246,36.823345,27.22,200,model (calibrated)
114W,Ngara-Westlands-Kangemi-Limuru,Limuru,1,-1.274368,36.823322,-1.108664,36.643208,27.21,200,model (calibrated)
115,Koja-Westlands-Kangemi-Limuru,Koja,0,-1.108503,36.643218,-1.280959,36.822792,27.68,200,model (calibrated)
115,Koja-Westlands-Kangemi-Limuru,Limuru,1,-1.280985,36.822696,-1.108412,36.643175,27.69,200,model (calibrated)
118,Koja-Westlands-Kabete-Wangige,Koja,0,-1.219107,36.712403,-1.281116,36.82275,14.07,50,model (calibrated)
118,Koja-Westlands-Kabete-Wangige,Wangige,1,-1.281495,36.822631,-1.219123,36.712409,14.08,50,model (calibrated)
119,Koja-Westgate-Wangige,Koja,0,-1.219134,36.712334,-1.281388,36.822583,14.08,100,model (calibrated)
119,Koja-Westgate-Wangige,Wangige,1,-1.281458,36.822653,-1.219203,36.712468,14.07,100,model (calibrated)
48A,Odeon-Chiromo-Strathmore School-Lavington,Odeon,0,-1.280106,36.769057,-1.282584,36.825008,6.23,50,model (calibrated)
48A,Odeon-Chiromo-Strathmore School-Lavington,Lavington,1,-1.282584,36.825002,-1.280095,36.769057,6.23,50,model (calibrated)
48B,Odeon-Chiromo-Westlands Bypass-Methodist Guesthouse-Othaya Road,Odeon,0,-1.288636,36.773029,-1.2826,36.825019,5.82,50,model (calibrated)
48B,Odeon-Chiromo-Westlands Bypass-Methodist Guesthouse-Othaya Road,Othaya Road,1,-1.28274,36.825067,-1.288603,36.773021,5.82,50,model (calibrated)
48C,Odeon-Chiromo-Westlands-ByPass-Yaya,Odeon,0,-1.291662,36.78709,-1.282738,36.825024,4.33,50,model (calibrated)
48C,Odeon-Chiromo-Westlands-ByPass-Yaya,Yaya,1,-1.2826,36.825008,-1.291602,36.78714,4.33,50,model (calibrated)
119A,Town-Westlands-Peponi Road-Spring Valley-ISK-Gathiga,Koja,0,-1.219102,36.738802,-1.281388,36.822567,11.61,150,model (calibrated)
119A,Town-Westlands-Peponi Road-Spring Valley-ISK-Gathiga,Gathiga,1,-1.28149,36.822674,-1.219075,36.738667,11.64,150,model (calibrated)
135,Kaka-Westlands-Kangemi-Limuru,Kaka,0,-1.108561,36.643231,-1.285635,36.830776,28.68,200,model (calibrated)
135,Kaka-Westlands-Kangemi-Limuru,Limuru,1,-1.285583,36.830796,-1.108561,36.643231,28.67,200,model (calibrated)
