stop_id,stop_name,stop_lat,stop_lon,trip_count,routes
0211IIU,Ruui/Kirigiti,-1.178918,36.837354,1,100A
0211INS,Kiambu Bus Terminus,-1.168806,36.826057,1,100A
0211INT,Baba Dogo Terminal,-1.244208,36.887444,1,25A
0211IRA,Raia,-1.107498,36.80613,1,120
0211IUS,Bypass Ruai,-1.264758,36.982008,1,0039
0211IVE,Drive In,-1.249149,36.862516,1,25
0211IVO,Jua Kali,-1.247538,36.90836,1,42
0211I/Y,NYS/Utalii,-1.256236,36.855236,1,25
0211JKT,JKUAT Main Gate Stage,-1.105189,37.017042,1,237
0211JUJ,Juja Stage,-1.106865,37.015152,1,237
0211KAH,Kahawa Wendani,-1.196732,36.923016,1,45K
0211KAZ,Keza,-1.286093,36.954843,1,0039
0211KCA,KCA/Survey,-1.252175,36.859441,12,25 43 44G 44Z 45K 45G 49 145 17B 237 25A 29/30
0211KDO,Kwa DO/Kiambu Limuru Junction,-1.174947,36.834326,2,120 121
0211KEI,KIE,-1.269936,36.830895,2,25 25A
0211KEO,Kobe,-1.226333,36.990098,1,0039
0211KIP,Safari Park,-1.225201,36.885223,1,237
0211KIU,Old Kiambu,-1.172367,36.826376,1,120
0211KMJ,OTC,-1.285344,36.832273,1,43
0211KNI,Kariobangi Junction,-1.25322,36.878968,1,2030
0211KPO,Kiambuu Posta,-1.1669,36.825087,1,121
0211KRD,Kenyatta Road Stage,-1.12417,37.003518,1,237
0211KRE,Kware,-1.189211,36.930236,1,145
0211KRM,Karambe,-1.266877,36.845731,1,6
0211KST,KIST,-1.183455,36.838467,1,100
0211K.U,KU,-1.182232,36.936979,3,44G 44Z 44K
0211LIB,Kobil,-1.327184,36.894616,1,0039
0211LIT,Tripple-O,-1.273191,36.974037,1,0039
0211LMU,Junction/Kiambu Police/Kwa DO,-1.173377,36.831721,1,100A
0211LND,Parklands Sports Club,-1.269509,36.812468,1,23W
0211LOA,Taj Mall Roundabout,-1.324394,36.899128,1,0039
0211LTI,Utalii,-1.256214,36.855928,1,0027
0211MBS,Muthaiga Bus Stage,-1.25919,36.84238,4,100 120 121 100A
0211MEV,Covenant Ndumberi,-1.152816,36.80819,2,120 121
0211MNG,Mang'u,-1.07488,37.046347,1,237
0211MOO,Njomoko,-1.044002,37.060361,1,237
0211MRT,TRM,-1.219831,36.890947,3,44Z 45K 145
0211MTG,Muthaiga,-1.259818,36.843621,11,43 44G 44Z 45K 45G 49 145 17B 237 25A 29/30
0211MUU,Kiambu Terminus,-1.167797,36.824723,1,120
0211NAS,Naivas,-1.218629,36.895807,2,49 17B_2
0211NDA,Dawanol,-1.246816,36.874921,1,25A
0211NDK,Kitindo,-1.326422,36.895872,1,0039
0211NGE,Engen,-1.174363,36.977652,1,0039
0211NGI,Pangani/Muthaiga Footbridge,-1.263787,36.837577,2,25 25A
0211NGR,Ngara,-1.274602,36.823999,10,6 25 44G 44Z 45K 49 145 237 25A 11C
0211NIC,Garden City,-1.230581,36.877955,1,237
0211NIJ,Jikoni's,-1.229968,36.840962,3,100 120 100A
0211NIV,Aviation,-1.319287,36.907475,1,0039
0211NNO,Ngorofani,-1.226048,36.916034,1,17B_2
0211NOR,Ngorofani,-1.225319,36.915044,2,49 17B
0211NPA,Pangani,-1.263776,36.837614,2,43 100
0211NRD,Redeemed Ngemwa,-1.116081,36.813083,1,120
0211NUK,Guru Nanak,-1.269014,36.832472,1,237
0211NYS,NYS/Utalii,-1.256261,36.855156,11,43 44G 44Z 45K 45G 49 145 17B 237 25A 29/30
0211ODO,Don Bosco,-1.14698,36.808276,1,120
0211/OE,KIE/Pioneer/Desai,-1.271642,36.828296,1,25
0211OEO,Soko Mawe,-1.255177,36.879033,1,0027
0211OIN,Ngoingwa,-1.038118,37.060605,1,237
0211OOD,Roysambu Footbridge,-1.21692,36.894225,4,44Z 44K 45K 145
0211OOU,Roysambu Footbridge,-1.217245,36.893678,3,44G 45G 237
0211OSL,Allsops,-1.244327,36.867049,1,43
0211OTL,Toll,-1.13031,36.982346,1,237
0211PCA,PCEA Bishop Gathu,-1.092649,36.787333,1,120
0211PIO,KIE/Pioneer/Desai,-1.271544,36.828328,8,6 44G 44Z 45K 49 25A 29/30 11C
0211POA,Allsops,-1.244545,36.866727,1,25
0211POL,Allsops,-1.245682,36.867448,1,0027
0211PSE,Ruaraka Police Post,-1.244094,36.883743,1,25A
0211RIA,Sai Raj,-1.243818,36.880712,1,25A
0211RIT,Gititu Coffee Factory,-1.084238,36.782269,1,120
0211RMT,TRM,-1.219842,36.89091,1,17B
0211RMU,Kiambu Nrb,-1.171676,36.827956,1,100A
0211RNE,Evergreen,-1.210084,36.833113,1,120
0211RSB,Roysambu,-1.219815,36.89092,2,44G 49
0211RUI,Ruiru,-1.147707,36.959362,2,145D
0211S5K,Barracks/75 Rounda,-1.313397,36.92293,1,0039
0211SAA,Safari Park/USIU,-1.224976,36.885454,4,44G 44Z 45K 17B
0211SEB,Airbase,-1.315468,36.921492,1,0039
0211SEO,St. Joseph,-1.255832,36.985828,1,0039
0211SEW,Sewage Stage,-1.098477,37.024248,1,237
0211SHM,Mwisho,-1.244219,36.886151,2,25 25A
0211SHP,Shark's Palace,-1.2406,36.84422,4,100 120 121 100A
0211SHR,Car Wash,-1.210552,36.908175,1,145
0211SLR,Astrol,-1.290818,36.947258,1,0039
0211SMC,Lucky Summer Junction,-1.240865,36.888844,1,25A
0211SOW,Clay Works,-1.171364,36.947955,1,237
0211SRK,Tusker/Ronald Ngala,-1.28525,36.828822,4,45G 145
0211SSN,Seasons,-1.218672,36.902619,2,49 17B_2
0211STD,Stadium,-1.221553,36.889359,2,44G 45G
0211STM,Stima,-1.223906,36.908177,3,49 17B 17B_2
0211SYT,Tuskys,-1.317866,36.91829,1,0039
0211TAI,Muthaiga,-1.259828,36.843628,1,25
0211TAM,Transami,-1.325381,36.897562,1,0039
0211TGA,Ting'ang'a,-1.128688,36.811402,1,120
0211TIG,Kist Stage,-1.184202,36.838609,1,100
0211TIR,Itara,-1.185086,36.838746,4,100 120 121 100A
0211TMQ,Quickmart,-1.167539,36.965588,1,0039
0211TND,Thindigwa,-1.2003,36.83501,4,100 120 121 100A
0211TOA,Onyatta,-1.252667,36.986901,1,0039
0211TOR,JCL Motors,-1.235459,36.843775,2,120 100A
0211UNN,Kwa DO/Kiambu-Limuru Junction,-1.175178,36.833907,1,100A
0211UNR,Ndarugu,-1.082379,37.041242,1,237
0211USG,GSU,-1.289595,36.949189,1,0039
0211USM,Museum,-1.272559,36.815143,1,23W
0211UUN,Kihunguro,-1.160513,36.958375,1,145
0211VIN,Kwa Ng'ethe/Five Star,-1.189941,36.839722,3,100 121 100A
0211VSI,Naivas,-1.247141,36.872456,1,25A
0211VSR,KCA University,-1.253402,36.859032,1,0027
0211WAK,Kware,-1.189207,36.930228,1,237
0211WKN,Kahawa Wendani,-1.196332,36.923547,1,44K
0211WOK,Kwa Roy,-1.168956,36.969026,1,0039
0211WSR,Car Wash,-1.211076,36.90637,2,45G 237
0211WTH,Witethie,-1.068227,37.05049,1,237
0211XLE,Lex,-1.247168,36.871394,2,25 25A
0211YMY,Muyuyu Avenue,-1.271512,36.848847,1,6
0211YTA,SDA Ikinu,-1.102636,36.799543,1,120
0211YTC,Centy Club,-1.233945,36.989722,1,0039
0212APT,Allsops,-1.245157,36.867784,4,42 2030
0212BST,Bus Station,-1.287187,36.83026,2,17B
0212DDT,OTC,-1.284877,36.831024,4,0027 32D
0212GBT,Gikomba,-1.284134,36.840596,2,41
0212GRD,OTC,-1.286141,36.830667,17,100 120 121 17B 7 16/62 34J 58 19Cdc 34B 35/60 39SK 11 33TP
0212GTP,Githurai,-1.205374,36.918576,2,45P
0212KRT,OTC,-1.284054,36.831179,2,14
0212KUS,Odeon,-1.28274,36.824455,4,45K 25A
0212NGS,Bus Terminal,-1.286972,36.829401,3,43 15
0212RSY,Roysambu,-1.220459,36.89239,2,17B_2
0212RUS,Ruaka Stage,-1.207161,36.785845,2,107D
0212SNT,Odeon,-1.282831,36.824922,28,107 11A 11B 44G 44Z 49 11C 23KG 30 48O 105 48A 48B 48C
0212TKT,Town Terminal,-1.284149,36.827805,2,237
0213BDT,Baba Dogo Terminal,-1.244217,36.887409,2,25
0213DRD,Ndumberi,-1.151558,36.805577,2,121
0213GGD,Githunguri Terminal,-1.056368,36.77893,2,120
0213GHD,Githurai,-1.204341,36.916884,2,45G
0213KHO,Kiambu Hospital,-1.170495,36.830549,1,100A
0213LUD,Lucky Summer Terminal,-1.239762,36.897502,2,25A
0213MAT,Mathare North Terminal,-1.252119,36.867298,2,29/30
0213MKU,KU,-1.181746,36.937403,3,45K 145 237
0213MRY,Ruiru,-1.147669,36.959317,6,107D 145 145B
0213NGB,Ngumba Terminal,-1.233753,36.884501,2,43
0213PGG,Proggie,-1.209074,36.928213,2,45P
0213RNS,Rounda,-1.262183,36.878711,2,2030
0213STG,Mwiki,-1.233935,36.930523,4,17B 17B_2
0213TKD,Thika Town,-1.035427,37.076427,2,237
0213TMA,Kiambu Bus Terminus,-1.168987,36.826301,2,100
0213WTD,Westlands Terminal,-1.262242,36.803652,2,23W
0300AHE,Phase 3A Ruti,-1.266217,36.910436,1,18C
0300AIA,AIC Ziwani,-1.279698,36.8374,1,7
0300AOK,Chokaa,-1.249863,36.95109,1,3738
0300AOU,Hannah Court,-1.257162,36.904171,1,18C
0300AYM,MYSA,-1.260762,36.909977,1,18C
0300BAS,Base/Moi Forces Secondary School,-1.262131,36.86737,9,14 28 32D 41 46H 17Aky 18C 46B 16/62
0300BCM,Eastleigh,-1.272295,36.849008,1,28
0300BPS,BP/Dandora Inn/Shell,-1.254669,36.894599,4,42 32D 41 36
0300DSC,Dandora Secondary School,-1.251149,36.898903,4,42 32D 41 36
0300E2S,Sector 2,-1.267548,36.911852,1,18C
0300ENG,Majengo,-1.283916,36.843539,1,41
0300EQT,Equity Ngara,-1.278382,36.830223,5,6 100 100A 3N
0300FM,FM,-1.26935,36.840581,1,46B
0300FTY,Stage 41/Cinema,-1.249062,36.901231,3,42 41 36
0300GER,Gertrudes,-1.26675,36.911144,2,18C 16/62
0300GHT,Gate 8,-1.26878,36.912987,2,18C 16/62
0300IDA,Chai Road,-1.269889,36.838746,1,46B
0300JAS,Junction Auto Spares,-1.259533,36.874237,1,28
0300KAR,Kariokor DC/Starehe,-1.27782,36.834932,2,3N 7
0300KRE,Kariokor Estate,-1.278406,36.835811,2,3N 7
0300KRG,Kariobangi Terminal,-1.2554,36.878468,1,28
0300LSE,Mowlem Heights,-1.25463,36.910264,1,18C
0300MAA,Mamba,-1.269071,36.84167,1,46H
0300MAR,Imara Primary,-1.271367,36.919137,1,17Aky
0300MF,FM,-1.269394,36.840326,2,32D 46H
0300MIA,Masimba,-1.278239,36.908052,1,17Aky
0300MLG,Mlango Kubwa,-1.267419,36.843714,5,14 32D 46H 46B 16/62
0300MSB,Maili Saba,-1.254447,36.911404,3,18C 16/62 3738
0300MUT,36 Stage/Mutarakwa Road,-1.26148,36.886445,6,42 32D 41 18C 16/62 3738
0300NFI,Infill B,-1.26581,36.907014,1,18C
0300NGE,New Ngara Estate,-1.27975,36.831313,1,3N
0300NME,Stage 41/Cinema,-1.248334,36.902926,1,32D
0300NRG,Nigeria,-1.266321,36.848351,1,41
0300OBI,Kiboro,-1.266069,36.853603,1,41
0300OLE,Ole Suyean Guest Hs,-1.257796,36.911965,3,18C 16/62 3738
0300OPE,Mathare Worship/OiLibya,-1.265933,36.851487,2,32D 46H
0300PST,Posta,-1.276744,36.827354,1,3N
0300R0D,Rounda,-1.264304,36.908472,2,18C 16/62
0300RND,Rounda,-1.26251,36.878368,4,32D 41 18C 16/62
0300SAU,Junction Autospares,-1.260656,36.874146,1,14
0300UIH,Huruma Baptist,-1.257554,36.874505,1,28
0300UJT,Koma Junction,-1.265445,36.904661,1,18C
0300UNE,Tushauriane,-1.266433,36.916085,1,16/62
0300ZII,Riziki Academy,-1.280771,36.838529,1,7
0300ZIN,Ziwani,-1.279599,36.837201,1,3N
0300ZWN,Ziwani,-1.27907,36.8366,1,7
03014HM,K Mall/Phase 4,-1.2664,36.90556,1,18C
0301ACC,AIC Church,-1.256619,36.89799,3,18C 16/62 3738
0301AIC,AIC Church,-1.25684,36.897347,1,41
0301AIZ,AIC Ziwani,-1.2796,36.837297,1,3N
0301ALB,Amana/Jay Community,-1.266201,36.849035,6,14 32D 46H 18C 46B 16/62
0301ASN,Nasra,-1.278496,36.899608,1,17Aky
0301ASP,Posta,-1.246274,36.905801,1,32D
0301AUN,Dunia,-1.254611,36.893592,1,32D
0301AWB,Kwa Mbao,-1.261723,36.884883,1,3738
0301BAS,Base/Moi Forces Secondary School,-1.261668,36.871576,9,14 28 32D 41 46H 17Aky 18C 46B 16/62
0301BHS,BH,-1.26582,36.857434,9,14 28 32D 41 46H 17Aky 18C 46B 16/62
0301EGG,Garage,-1.272054,36.881511,1,17Aky
0301FLT,Flats,-1.261775,36.872435,9,14 28 32D 41 46H 17Aky 18C 46B 16/62
0301FM,FM,-1.26927,36.840838,2,32D 46B
0301GEE,Garage Stage,-1.279174,36.850014,2,28 41
0301ICH,Kwa Chief,-1.262083,36.867312,1,46B
0301IDB,Bridge,-1.271689,36.881444,1,17Aky
0301III,AIC Ziwani,-1.279725,36.837408,1,7
0301IRA,Kariokor Estate,-1.278325,36.835817,1,7
0301JUN,Saika Junction,-1.259587,36.912356,2,18C 16/62
0301KDC,Kariokor DC/Starehe,-1.277831,36.835248,2,3N 7
0301KMB,Karambe,-1.266882,36.845441,2,14 46H
0301LJH,Shujaa Mall,-1.28091,36.9056,1,17Aky
0301LLS,Danmills,-1.256905,36.904889,1,18C
0301MAP,Mathare Worship/OiLibya,-1.265889,36.85133,9,14 28 32D 41 46H 17Aky 18C 46B 16/62
0301MBK,Karambe,-1.266882,36.845698,2,32D 46B
0301MBP,Mamba,-1.268921,36.841922,6,6 14 32D 46H 46B 16/62
0301MF,FM,-1.269275,36.840768,1,46H
0301MJA,Meja,-1.263837,36.861033,1,28
0301MLG,Mlango Kubwa,-1.267348,36.843678,6,6 14 32D 46H 46B 16/62
0301MOH,Dandora Secondary School,-1.251424,36.898334,1,32D
0301MSB,Maili Saba,-1.254436,36.911444,3,18C 16/62 3738
0301MTS,Mother Teresa Road,-1.257648,36.874272,2,14 28
0301MYA,MYSA,-1.26052,36.909977,1,18C
0301NGE,New Ngara Estate,-1.27906,36.830823,1,3N
0301NUN,Junction,-1.257394,36.922541,1,3738
0301OIO,Motito,-1.253238,36.897025,1,32D
0301OSK,Rocks,-1.272891,36.911072,1,18C
0301PST,Posta,-1.276317,36.826705,1,3N
0301RDR,Rounder,-1.26206,36.879323,2,42 3738
0301ROD,Rounda,-1.264495,36.908296,2,18C 16/62
0301/RR,Garrisa/Eastleigh,-1.271165,36.848638,2,28 41
0301SNT,St. Teresa,-1.266469,36.847689,4,6 32D 46B 16/62
0301.ST,St.,-1.250115,36.951654,1,3738
0301TAO,Total,-1.269822,36.880996,1,17Aky
0301TOT,Total/Equity,-1.277901,36.829986,1,3N
0301TTS,St. Teresa,-1.26646,36.847683,2,14 41
0301TUJ,Jay Community,-1.26619,36.849306,1,41
0301URE,Slaughter,-1.254616,36.931049,1,3738
0301WAI,Ziwani,-1.278979,36.836557,1,7
0301WTE,Twisters,-1.256724,36.9251,1,3738
0301YAM,Mayaka,-1.266754,36.880205,1,17Aky
0302RND,Rounda,-1.262419,36.878486,5,32D 41 18C 16/62 3738
0303GKM,Gikomba Market,-1.284049,36.840554,4,3N 7
0303KND,Kanisani/Komarocks Phase 2,-1.26901,36.91362,4,18C 16/62
0303KRG,Kariobangi Terminal,-1.255571,36.878086,1,28
0303KST,Kariobangi Terminal,-1.255301,36.878572,2,14
0303PGT,Pangani Terminal,-1.265042,36.838526,2,11C
03106SE,36 Stage/Mutarawka Rd,-1.261405,36.886307,1,18C
0310AAA,Garrissa Road,-1.273298,36.849014,1,41
0310ACC,AIC,-1.256659,36.897995,3,18C 16/62 3738
0310ADA,Adam,-1.25277,36.958826,1,3738
0310AE.,St. Teresa,-1.266748,36.846798,1,14
0310AEA,Karambe,-1.266938,36.845782,2,32D 46B
0310AMB,Mamba,-1.269013,36.841804,2,32D 46B
0310ANS,Naivas,-1.280057,36.90107,1,17Aky
0310BAO,Kwa Mbao,-1.261877,36.883988,6,42 32D 41 18C 16/62 3738
0310BH,BH,-1.265987,36.857768,1,46B
0310CHF,Kwa Chief,-1.262392,36.866339,9,14 28 32D 41 46H 17Aky 18C 46B 16/62
0310DUN,Dunia,-1.255699,36.893,3,42 32D 41
0310EAS,St Teresa,-1.266947,36.847823,1,41
0310ENA,Jestan,-1.246691,36.905158,1,41
0310EQT,Equity,-1.252438,36.897528,4,42 32D 41 36
0310FLT,Flats,-1.261518,36.869833,9,14 28 32D 41 46H 17Aky 18C 46B 16/62
0310FRC,Moi Airforces Stage,-1.265826,36.858766,9,14 28 32D 41 46H 17Aky 18C 46B 16/62
0310GEG,Garage,-1.279392,36.849703,1,28
0310GTR,Gate 3A,-1.266197,36.910637,2,18C 16/62
0310HAA,Johnsaga,-1.262125,36.874441,1,46B
0310IES,Seniors,-1.2605,36.889732,1,3738
0310IKE,KIE,-1.273677,36.825601,1,11C
0310IKK,Kariokor,-1.279526,36.83354,8,43 45G 121 17B 7 14 32D 16/62
0310JAK,Koja,-1.281126,36.822757,7,44G 44Z 45K 145 237 46H 118
0310JAY,Jay Community,-1.266223,36.849303,8,14 28 41 46H 17Aky 18C 46B 16/62
0310JMT,Umoja 2 Market,-1.279741,36.897406,1,17Aky
0310JNH,Johnsaga,-1.26213,36.874006,2,32D 41
0310JST,Johnsaga,-1.261904,36.874065,2,14 28
0310JUN,Saika Junction,-1.259552,36.912367,3,18C 16/62 3738
0310LBW,Mathare Worship/OiLibya,-1.265928,36.851283,1,28
0310LMH,Shujaa mall,-1.281028,36.905597,1,17Aky
0310MBO,Kwa Mbao,-1.254904,36.909953,3,18C 16/62 3738
0310MPP,Mowlem Police Post,-1.25667,36.905902,3,18C 16/62 3738
0310MSB,Maili Saba D,-1.254506,36.910782,3,18C 16/62 3738
0310NPI,Patanisho,-1.280288,36.911348,1,17Aky
0310OGP,Ogopa Stage,-1.256158,36.90881,3,18C 16/62 3738
0310OSO,Soko,-1.26214,36.88179,2,32D 41
0310OYT,Thayo,-1.262594,36.865692,1,46B
0310PGG,Pangani Girls' School/Chai Road,-1.270182,36.837512,5,14 32D 46H 46B 16/62
0310PGP,Pangani Police Post,-1.2703,36.835672,2,11C 46B
0310PHI,OiLibia/Worship Center,-1.265944,36.851395,1,46B
0310PSE,Phase 4 Stage,-1.266817,36.906195,2,18C 16/62
0310RIS,Wamwaris,-1.261084,36.888065,7,42 32D 41 18C 16/62 3738 36
0310SEN,Seniors,-1.260172,36.890758,6,42 32D 41 18C 16/62 36
0310SKA,Saika,-1.256804,36.907785,3,18C 16/62 3738
0310SNT,St. Teresa,-1.266555,36.847404,4,32D 46H 46B 16/62
0310STP,Posta,-1.245532,36.906767,1,41
0310TAO,Thayo,-1.262913,36.864361,1,46H
0310TEN,Number 10,-1.263894,36.861143,9,14 28 32D 41 46H 17Aky 18C 46B 16/62
0310TOE,Mowlem Police Post,-1.256797,36.900775,1,18C
0310TON,Tononoka,-1.257512,36.90233,3,18C 16/62 3738
0310TOT,Total,-1.258177,36.893397,7,42 32D 41 18C 16/62 3738 36
0310TUA,Thawabu Primary,-1.277713,36.915699,1,17Aky
0310UYU,Muyuyu,-1.271333,36.850355,1,17Aky
0310WSJ,Kwa Jose,-1.266052,36.855129,1,46B
0310YAO,Day to Day,-1.274941,36.849582,1,28
0311AG1,Stage 41,-1.248205,36.902711,1,32D
0311AGP,Agip/Olympic,-1.263911,36.860837,8,14 32D 41 46H 17Aky 18C 46B 16/62
0311ASV,Naivas,-1.269892,36.913333,1,18C
0311AUL,Huruma Flats,-1.261518,36.869452,1,46B
0311BAO,Kwa Mbao,-1.261797,36.88445,5,42 32D 41 18C 16/62
0311BET,Bethany,-1.250111,36.905767,2,42 41
0311CHF,Kwa Chief,-1.26206,36.867403,8,14 28 32D 41 46H 17Aky 18C 16/62
0311CIN,41 Stage,-1.252141,36.902819,2,42 41
0311DIZ,Kwa Mandazi,-1.254192,36.90031,2,42 41
0311DTB,Bee Center/ Roundabt,-1.28274,36.902786,1,17Aky
0311ENA,Sosian Estate,-1.281377,36.905356,1,17Aky
0311EPC,PCEA Kayole,-1.27068,36.913,2,17Aky 18C
0311ESL,Shule,-1.268368,36.992238,1,3738
0311FOR,Moi Forces Stage,-1.265525,36.859093,1,46B
0311FTY,Cinema,-1.250746,36.904857,1,41
0311GAM,Mwangaza,-1.273445,36.910879,1,18C
0311GHS,Eastleigh,-1.279613,36.847941,1,41
0311GIO,Rail Crossing,-1.257071,36.901647,1,18C
0311INP,Pangani,-1.263632,36.837606,1,11C
0311ION,Huruma Police Station,-1.260638,36.874044,1,28
0311ISN,Naivas,-1.269829,36.913303,1,17Aky
0311JOD,Joada/Ogopa,-1.256726,36.907904,3,18C 16/62 3738
0311JSG,Johnsaga,-1.261942,36.873953,9,14 28 32D 41 17Aky 18C 46B 16/62
0311JUA,Jua Kali/Wamilebe,-1.246176,36.908398,2,42 41
0311KAR,Kariokor,-1.278042,36.833852,1,3N
0311KEW,Kwa Jose,-1.265885,36.853509,1,46H
0311MAI,Cinema,-1.250194,36.89974,1,32D
0311MAN,Amana/Jay Community,-1.266113,36.849046,1,28
0311MBS,Masimba,-1.274378,36.910584,1,17Aky
0311MNA,Amana,-1.266153,36.849338,1,17Aky
0311NJO,Kiamaiko Junction,-1.256272,36.876791,1,28
0311NNE,Marigo Nne,-1.254787,36.899631,2,42 41
0311NNU,Guru Nanak,-1.269486,36.831666,1,11C
0311OTG,Gate Ndogo,-1.259002,36.912341,1,3738
0311PGG,Pangani Girls' School/Chai Road,-1.269865,36.838231,6,6 14 32D 46H 46B 16/62
0311PGP,Pangani Police Post,-1.270257,36.835758,1,6
0311PQZ,Qwema plaza,-1.279778,36.906161,1,17Aky
0311PSE,Phase 4,-1.266779,36.906209,2,18C 16/62
0311.RE,St. Teresa,-1.266437,36.847667,1,46H
0311RIS,Wamwaris,-1.261081,36.887801,7,42 32D 41 18C 16/62 3738 36
0311RSA,Car Wash,-1.251676,36.955114,1,3738
0311RTO,Kenol Petrol Station,-1.272629,36.911292,1,17Aky
0311SAN,Naivas/Summer,-1.280063,36.901169,1,17Aky
0311SAS,Hass,-1.262725,36.865421,1,18C
0311SBE,Phase 5B,-1.265761,36.907067,1,18C
0311SEN,Seniors/New Jerusalem,-1.260132,36.890638,7,42 32D 41 18C 16/62 3738 36
0311SOK,Soko,-1.262113,36.881741,4,32D 41 18C 16/62
0311TEN,Number 10,-1.262975,36.863945,9,14 28 32D 41 46H 17Aky 18C 46B 16/62
0311THY,Thayo,-1.262537,36.865729,9,14 28 32D 41 46H 17Aky 18C 46B 16/62
0311TON,Tononoka,-1.257539,36.90247,3,18C 16/62 3738
0311TOT,Total,-1.258219,36.893431,7,42 32D 41 18C 16/62 3738 36
0311WAK,Kwa Mandizi,-1.254235,36.964834,1,3738
0311WMI,Pumwani Hospital,-1.279859,36.846782,2,28 41
0312BSK,Bus Station,-1.286348,36.829349,4,7 16/62
0312EST,Eastleigh Terminal,-1.272252,36.850483,4,17Aky 18C
0312GKM,Gikomba Market,-1.284126,36.840649,2,28
0312NGR,Ngara,-1.275796,36.824732,2,3N
0312SOK,Soko,-1.262071,36.881887,1,3738
0313DDS,Dandora Terminal,-1.245059,36.90846,8,42 32D 41 36
0313EST,Eastleigh Terminal,-1.27225,36.848948,1,6
0313JST,Johnsaga,-1.262041,36.874019,2,46H
0313RND,Rounda,-1.262389,36.878748,2,46B
04001ES,Step 1,-1.264604,36.916914,1,20
04001LV,First Love,-1.28248,36.89671,1,35/60
040056_,56,-1.265119,36.886551,1,36
0400AAS,Naivas,-1.294698,36.876707,1,36
0400ACS,Solace,-1.25858,36.916632,1,38/39
0400AFP,Pefa,-1.299487,36.889987,1,1961Kd
0400ALF,Supa Loaf,-1.268295,36.902459,1,38/39
0400AOS,Isiolo Road,-1.308323,36.844121,1,69
0400AP1,Avenue Park 1,-1.313767,36.893431,5,33DP 33DC 33GTB 34J 33TP
0400AP2,Avenue Park 2,-1.311461,36.892009,5,33DP 33DC 33GTB 34J 33TP
0400ARR,Umoja 1 Primary,-1.281801,36.886704,1,3560_2
0400.AS,S.K.A.,-1.295899,36.839693,1,69
0400AZS,Mwangaza SDA,-1.273707,36.910887,1,19Cdc
0400BDC,Dc Bahati Office,-1.291113,36.857319,1,23KS
0400BEC,Bee Centre,-1.283357,36.902856,2,1961K 1961Kd
0400BER,Bee Centre/Roundabt,-1.282707,36.902432,2,17Aky 20
0400BFA,Bifa,-1.29074,36.88251,1,58
0400BFR,Biafra,-1.286574,36.851751,1,6E
0400BHC,Bahati Clinic,-1.290379,36.859007,1,23KS
0400BKB,Kiambiu,-1.278663,36.872697,3,23KS 26 26S
0400BNB,Kobil,-1.328943,36.891768,1,34J
0400BPS,Buru Roundabout,-1.277407,36.877643,4,23KS 26 26S 58
0400BRB,Neighbours,-1.277692,36.876093,3,23KS 26 26S
0400BSA,Busia Road,-1.310838,36.847817,1,69
0400CBN,Cabanas,-1.335821,36.892278,3,33DC 33C 34J
0400CHK,Chokaa,-1.250805,36.952837,1,38/39
0400CIN,Nacico,-1.288916,36.839789,1,33GTB
0400CKC,KCC,-1.275794,36.888404,1,38/39
0400CKW,Kwa DC,-1.297709,36.867177,1,35/60
0400CLT,Caltex,-1.301526,36.887369,6,33DP 33DC 33GTB 34J 34B 33TP
0400CLX,Caltex,-1.278657,36.88319,3,19C2 39SK 38/39
0400CMT,Chemist,-1.319169,36.896821,3,33DP 33DC 34J
0400CNK,Centy Club,-1.233871,36.990191,1,145B
0400CNR,Corner,-1.269495,36.881597,1,23KS
0400CNT,Connection,-1.321095,36.898098,2,33DP 33DC
0400CRN,Crown,-1.314108,36.852687,1,69
0400CRS,Crescent,-1.306163,36.88208,1,70/71
0400CST,Cathsam,-1.28459,36.89394,1,35/60
0400CSV,Mahutini/Southend,-1.269586,36.88275,1,23KS
0400CTB,Country Bus,-1.286758,36.835136,11,23KS 33GTB 34J 58 19Cdc 34B 1960 1961K 35/60 39SK 33TP
0400CTE,Caltex,-1.278652,36.883281,2,17Aky 17A
0400CWN,Crown,-1.307352,36.856347,1,70/71
0400DAA,Daraja,-1.316337,36.861896,1,69
0400DC,DC,-1.296925,36.863637,1,38/39
0400DNB,Doni Beach,-1.304934,36.883006,1,70/71
0400DNE,Dune,-1.269948,36.994619,2,3738 38/39
0400DSP,Dayspring,-1.263539,36.887485,1,23KS
0400EAM,Cinema,-1.254009,36.895891,1,36
0400EES,St. James/Southern Bypass,-1.324035,36.845167,1,33C
0400EIH,White House,-1.292953,36.886023,2,19C2 3560_2
0400ELO,Nile Junction,-1.297733,36.8674,2,58 1961K
0400ENA,Nasra Stage,-1.270477,36.900504,1,19C2
0400EPA,Epren Academy,-1.29582,36.89553,1,34B
0400ERE,Getrudes,-1.266692,36.910849,1,19C2
0400ESH,Phase 2,-1.26802,36.911911,1,19C2
0400EST,East Capital,-1.275337,36.891505,3,19C2 39SK 38/39
0400ETR,Bee Center,-1.283599,36.90162,1,19Cdc
0400EUL,Shule,-1.268601,36.992485,1,38/39
0400EXP,Express,-1.314765,36.85437,1,69
0400FAH,Fedha,-1.314427,36.893812,1,33DP
0400FDA,Fedha,-1.314712,36.894037,4,33DC 33GTB 34J 33TP
0400FDE,Fedha Estate,-1.313642,36.895661,1,33GTB
0400FDS,Friends Centre,-1.293533,36.86471,2,10 26
